id,jahr,monat,Wetter,SS,Arosa,Lenzerheide,wochenend,tag,tagdesjahres,wochedesjahres,dayofseason,date,schneefall,tageslange,anzahlschuler,schulferienindex,fwetter,percentss,tag2schnee,auslastung
225,2017,feb,bewolkt,0,4346,8245,we,sun,36,5,94,05/02/17,0,09:50:36,694,3.340075018,bew_lkt,0,0,12591
226,2017,feb,bewolkt,0,2989,4778,u,mon,37,6,95,06/02/17,25,09:53:31,738,3.340075018,bew_lkt,0,0,7767
227,2017,feb,schoen,2,4709,7895,u,tue,38,6,96,07/02/17,0,09:56:28,796,3.340075018,sch_n,20.13422819,25,12604
228,2017,feb,bewolkt,0,3236,5776,u,wed,39,6,97,08/02/17,0,09:59:26,577,3.340075018,bew_lkt,0,25,9012
229,2017,feb,schoen,7.5,5083,8007,u,thu,40,6,98,09/02/17,0,10:02:26,776,3.340075018,sch_n,74.75083056,0,13090
230,2017,feb,schnee,3.5,4843,8329,u,fri,41,6,99,10/02/17,0,10:05:27,675,3.340075018,"bew_lkt,NM:schnee",34.7107438,0,13172
231,2017,feb,schoen,7,5972,11906,we,sat,42,6,100,11/02/17,5,10:08:30,129,3.340075018,sch_n,69.07894737,0,17878
232,2017,feb,schoen,5,6116,11081,we,sun,43,6,101,12/02/17,0,10:11:34,1063,3.340075018,sch_n,49.09983633,5,17197
233,2017,feb,schoen,8.25,6164,10016,u,mon,44,7,102,13/02/17,0,10:14:39,1263,3.340075018,sch_n,80.61889251,5,16180
234,2017,feb,schoen,8.5,6406,10424,u,tue,45,7,103,14/02/17,0,10:17:45,1135,3.340075018,sch_n,82.65802269,0,16830
235,2017,feb,schoen,8.5,6562,11650,u,wed,46,7,104,15/02/17,0,10:20:53,1064,3.340075018,sch_n,82.25806452,0,18212
236,2017,feb,schoen,8.5,6674,11007,u,thu,47,7,105,16/02/17,0,10:24:02,1092,3.340075018,sch_n,81.73076923,0,17681
237,2017,feb,bewolkt,0.75,4740,7665,u,fri,48,7,106,17/02/17,0,10:27:11,1084,3.340075018,VM: bew_lkt,7.177033493,0,12405
238,2017,feb,schoen,8.5,6598,12776,we,sat,49,7,107,18/02/17,0,10:30:22,163,3.340075018,sch_n,80.95238095,0,19374
239,2017,feb,schoen,7.5,7271,14069,we,sun,50,7,108,19/02/17,0,10:33:33,964,3.340075018,sch_n,71.09004739,0,21340
240,2017,feb,schoen,6.5,6251,10187,u,mon,51,8,109,20/02/17,0,10:36:46,1334,10.72754286,sch_n,61.32075472,0,16438
241,2017,feb,bewolkt,0,4074,6028,u,tue,52,8,110,21/02/17,0,10:39:59,912,10.72754286,bew_lkt,0,0,10102
242,2017,feb,schoen,6.5,6218,10553,u,wed,53,8,111,22/02/17,0,10:43:13,1020,10.72754286,sch_n,60.65318818,0,16771
243,2017,feb,schoen,7,6103,9841,u,thu,54,8,112,23/02/17,0,10:46:27,1037,10.72754286,sch_n,65.01547988,0,15944
244,2017,feb,schnee,0,3791,5848,u,fri,55,8,113,24/02/17,0,10:49:43,1084,10.72754286,Schneefall,0,0,9639
245,2017,feb,schoen,8.75,6820,13110,we,sat,56,8,114,25/02/17,5,10:52:59,134,22.76312042,sch_n,80.52147239,0,19930
246,2017,feb,bewolkt,1.5,6487,12458,we,sun,57,8,115,26/02/17,0,10:56:15,998,22.76312042,leicht bew_lkt,13.7195122,5,18945
247,2017,feb,schoen,6.5,6651,11876,u,mon,58,9,116,27/02/17,0,10:59:33,1317,22.76312042,sch_n,59.18057663,5,18527
248,2017,feb,schnee,0,3611,5202,u,tue,59,9,117,28/02/17,0,11:02:50,912,22.76312042,"Sturm, Schneefall",0,0,8813
249,2017,mar,bewolkt,2,5730,9896,u,wed,60,9,118,01/03/17,20,11:06:08,918,22.76312042,bew_lkt,18.01801802,0,15626
250,2017,mar,bewolkt,0,5424,8732,u,thu,61,9,119,02/03/17,0,11:09:27,947,22.76312042,bew_lkt,0,20,14156
251,2017,mar,bewolkt,1,6409,11890,u,fri,62,9,120,03/03/17,0,11:12:46,1178,22.76312042,"leicht bew_lkt,",8.928571429,20,18299
252,2017,mar,wind,4,2386,5214,we,sat,63,9,121,04/03/17,0,11:16:05,272,22.76312042,"leicht bew_lkt, F_hnsturm",35.50295858,0,7600
253,2017,mar,schnee,2.5,4025,5986,we,sun,64,9,122,05/03/17,10,11:19:25,500,22.76312042,Schneefall,22.09131075,0,10011
254,2017,mar,bewolkt,1,3777,4977,u,mon,65,10,123,06/03/17,15,11:22:45,464,18.41569419,bew_lkt,8.797653959,10,8754
255,2017,mar,schnee,0.5,2970,4147,u,tue,66,10,124,07/03/17,25,11:26:05,348,18.41569419,Schneefall,4.373177843,25,7117
256,2017,mar,schnee,4,4541,6435,u,wed,67,10,125,08/03/17,10,11:29:25,429,18.41569419,VM: sch_n NM: bew_lkt,34.83309144,40,10976
257,2017,mar,regen,0,2280,3062,u,thu,68,10,126,09/03/17,20,11:32:46,318,18.41569419,Schnee/Regen,0,35,5342
258,2017,mar,bewolkt,7,5158,8830,u,fri,69,10,127,10/03/17,20,11:36:07,335,18.41569419,leicht bew_lkt,60.34482759,30,13988
259,2017,mar,schoen,8.25,6232,12562,we,sat,70,10,128,11/03/17,0,11:39:28,204,18.41569419,sch_n,70.81545064,40,18794
260,2017,mar,schoen,9.5,4668,8233,we,sun,71,10,129,12/03/17,0,11:42:49,145,16.12355888,sch_n,81.1965812,20,12901
261,2017,mar,schoen,9.5,3370,4925,u,mon,72,11,130,13/03/17,0,11:46:10,181,10.72754286,sch_n,80.73654391,0,8295
262,2017,mar,schoen,9.5,3480,5258,u,tue,73,11,131,14/03/17,0,11:49:32,152,10.72754286,sch_n,80.39492243,0,8738
263,2017,mar,schoen,9.5,3512,5296,u,wed,74,11,132,15/03/17,0,11:52:53,121,10.72754286,sch_n,80.05617978,0,8808
264,2017,mar,schoen,9.5,3907,5194,u,thu,75,11,133,16/03/17,0,11:56:15,126,10.72754286,sch_n,79.60893855,0,9101
265,2017,mar,schoen,9.5,4305,6220,u,fri,76,11,134,17/03/17,0,11:59:37,112,10.72754286,sch_n,79.2767733,0,10525
266,2017,mar,regen,0,2701,3440,we,sat,77,11,135,18/03/17,0,12:02:58,37,10.72754286,"bew_lkt, Regen",0,0,6141
267,2017,mar,regen,0,2390,2490,we,sun,78,11,136,19/03/17,0,12:06:20,64,10.72754286,Regen,0,0,4880
268,2017,mar,schoen,10,2089,3214,u,mon,79,12,137,20/03/17,0,12:09:42,101,1.874220084,sch_n,82.30452675,0,5303
269,2017,mar,bewolkt,4,1534,2006,u,tue,80,12,138,21/03/17,0,12:13:03,95,1.874220084,bew_lkt,32.74215553,0,3540
270,2017,mar,regen,0,725,913,u,wed,81,12,139,22/03/17,5,12:16:25,52,1.874220084,nebel,0,0,1638
271,2017,mar,bewolkt,5,1452,1951,u,thu,82,12,140,23/03/17,0,12:19:47,195,1.874220084,leicht bew_lkt,40.59539919,5,3403
272,2017,mar,bewolkt,0.5,1726,2484,u,fri,83,12,141,24/03/17,0,12:23:08,50,1.874220084,bew_lkt,4.037685061,5,4210
273,2017,mar,schoen,10.5,4724,6710,we,sat,84,12,142,25/03/17,0,12:26:29,50,1.874220084,sch_n,84.45040214,0,11434
274,2017,mar,schnee,2,2546,3018,we,sun,85,12,143,26/03/17,0,12:29:50,86,1.874220084,"VM: sch_n, NM:bew_lkt",16.02136182,0,5564
275,2017,mar,schoen,10.5,1677,1779,u,mon,86,11,144,27/03/17,0,12:33:11,76,1.874220084,sch_n,83.66533865,0,3456
276,2017,mar,schoen,10,1619,1808,u,tue,87,11,145,28/03/17,0,12:36:32,67,1.874220084,sch_n,79.36507937,0,3427
277,2017,mar,schoen,10,1656,1738,u,wed,88,11,146,29/03/17,0,12:39:53,81,1.874220084,sch_n,79.0513834,0,3394
278,2017,mar,schoen,10.5,1427,1539,u,thu,89,11,147,30/03/17,0,12:43:13,183,1.874220084,sch_n,82.56880734,0,2966
279,2017,mar,schoen,10.5,1455,1836,u,fri,90,11,148,31/03/17,0,12:46:33,57,1.874220084,sch_n,82.24543081,0,3291
280,2017,apr,NA,NA,NA,NA,we,sat,91,11,149,01/04/17,0,12:49:53,55,7.965435359,NA,NA,0,NA
281,2017,apr,bewolkt,6.5,1745,1912,we,sun,92,11,150,02/04/17,0,12:53:12,144,7.965435359,leicht bew_lkt,50.45278137,0,3657
282,2017,apr,bewolkt,7,1093,818,u,mon,93,12,151,03/04/17,0,12:56:31,164,7.965435359,bew_lkt,54.12371134,0,1911
283,2017,apr,bewolkt,0,702,332,u,tue,94,12,152,04/04/17,0,12:59:50,133,7.965435359,bew_lkt,0,0,1034
284,2017,apr,bewolkt,0,845,500,u,wed,95,12,153,05/04/17,5,13:03:08,133,7.965435359,stark bew_lkt,0,0,1345
285,2017,apr,bewolkt,1.25,848,429,u,thu,96,12,154,06/04/17,0,13:06:26,154,7.965435359,stark bew_lkt,9.541984733,5,1277
286,2017,apr,schoen,3.5,1148,881,u,fri,97,12,155,07/04/17,0,13:09:44,115,7.965435359,sch_n,26.61596958,5,2029
287,2017,apr,schoen,11,1747,1886,we,sat,98,12,156,08/04/17,0,13:13:01,19,17.44299284,sch_n,83.22824716,0,3633
288,2017,apr,schoen,11,2027,2333,we,sun,99,12,157,09/04/17,0,13:16:17,167,17.44299284,sch_n,82.91457286,0,4360
289,2017,apr,schoen,8,1474,1505,u,mon,100,13,158,10/04/17,0,13:19:33,187,15.56877276,sch_n,60.07509387,0,2979
290,2017,apr,schoen,1.5,972,927,u,tue,101,13,159,11/04/17,0,13:22:48,155,15.56877276,sch_n,11.22194514,0,1899
291,2017,apr,schoen,11.5,1571,1437,u,wed,102,13,160,12/04/17,0,13:26:03,165,15.56877276,sch_n,85.60794045,0,3008
292,2017,apr,schoen,10,1461,1408,u,thu,103,13,161,13/04/17,0,13:29:17,151,17.86090807,sch_n,74.16563659,0,2869
293,2017,apr,schoen,11,2826,3603,u,fri,104,13,162,14/04/17,0,13:32:30,163,19.87058188,sch_n,81.28078818,0,6429
294,2017,apr,bewolkt,0,1277,1338,we,sat,105,13,163,15/04/17,0,13:35:43,62,22.80229174,bew_lkt,0,0,2615
295,2017,apr,schnee,0,810,587,we,sun,106,13,164,16/04/17,10,13:38:55,28,22.80229174,"stark bew_lkt, NM: Schnee",0,0,1397
296,2017,apr,bewolkt,0,662,930,u,mon,107,14,165,17/04/17,20,13:42:06,414,22.80229174,bew_lkt,0,10,1592
